,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,embark_town,alone
376,1,3,female,22.0,0,0,7.25,S,Third,woman,Southampton,Yes
377,0,1,male,27.0,0,2,211.5,C,First,man,Cherbourg,No
378,0,3,male,20.0,0,0,4.0125,C,Third,man,Cherbourg,Yes
379,0,3,male,19.0,0,0,7.775,S,Third,man,Southampton,Yes
380,1,1,female,42.0,0,0,227.525,C,First,woman,Cherbourg,Yes
381,1,3,female,1.0,0,2,15.7417,C,Third,child,Cherbourg,No
382,0,3,male,32.0,0,0,7.925,S,Third,man,Southampton,Yes
383,1,1,female,35.0,1,0,52.0,S,First,woman,Southampton,No
384,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
385,0,2,male,18.0,0,0,73.5,S,Second,man,Southampton,Yes
386,0,3,male,1.0,5,2,46.9,S,Third,child,Southampton,No
387,1,2,female,36.0,0,0,13.0,S,Second,woman,Southampton,Yes
388,0,3,male,29.69911764705882,0,0,7.7292,Q,Third,man,Queenstown,Yes
389,1,2,female,17.0,0,0,12.0,C,Second,woman,Cherbourg,Yes
390,1,1,male,36.0,1,2,120.0,S,First,man,Southampton,No
391,1,3,male,21.0,0,0,7.7958,S,Third,man,Southampton,Yes
392,0,3,male,28.0,2,0,7.925,S,Third,man,Southampton,No
393,1,1,female,23.0,1,0,113.275,C,First,woman,Cherbourg,No
394,1,3,female,24.0,0,2,16.7,S,Third,woman,Southampton,No
395,0,3,male,22.0,0,0,7.7958,S,Third,man,Southampton,Yes
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,Southampton,Yes
397,0,2,male,46.0,0,0,26.0,S,Second,man,Southampton,Yes
398,0,2,male,23.0,0,0,10.5,S,Second,man,Southampton,Yes
399,1,2,female,28.0,0,0,12.65,S,Second,woman,Southampton,Yes
400,1,3,male,39.0,0,0,7.925,S,Third,man,Southampton,Yes
401,0,3,male,26.0,0,0,8.05,S,Third,man,Southampton,Yes
402,0,3,female,21.0,1,0,9.825,S,Third,woman,Southampton,No
403,0,3,male,28.0,1,0,15.85,S,Third,man,Southampton,No
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,Southampton,Yes
405,0,2,male,34.0,1,0,21.0,S,Second,man,Southampton,No
406,0,3,male,51.0,0,0,7.75,S,Third,man,Southampton,Yes
407,1,2,male,3.0,1,1,18.75,S,Second,child,Southampton,No
408,0,3,male,21.0,0,0,7.775,S,Third,man,Southampton,Yes
409,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,Southampton,No
410,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
411,0,3,male,29.69911764705882,0,0,6.8583,Q,Third,man,Queenstown,Yes
412,1,1,female,33.0,1,0,90.0,Q,First,woman,Queenstown,No
413,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,Southampton,Yes
414,1,3,male,44.0,0,0,7.925,S,Third,man,Southampton,Yes
415,0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,Southampton,Yes
416,1,2,female,34.0,1,1,32.5,S,Second,woman,Southampton,No
417,1,2,female,18.0,0,2,13.0,S,Second,woman,Southampton,No
418,0,2,male,30.0,0,0,13.0,S,Second,man,Southampton,Yes
419,0,3,female,10.0,0,2,24.15,S,Third,child,Southampton,No
420,0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,Cherbourg,Yes
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,Queenstown,Yes
422,0,3,male,29.0,0,0,7.875,S,Third,man,Southampton,Yes
423,0,3,female,28.0,1,1,14.4,S,Third,woman,Southampton,No
424,0,3,male,18.0,1,1,20.2125,S,Third,man,Southampton,No
425,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,Southampton,Yes
426,1,2,female,28.0,1,0,26.0,S,Second,woman,Southampton,No
427,1,2,female,19.0,0,0,26.0,S,Second,woman,Southampton,Yes
428,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
429,1,3,male,32.0,0,0,8.05,S,Third,man,Southampton,Yes
430,1,1,male,28.0,0,0,26.55,S,First,man,Southampton,Yes
431,1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,Southampton,No
432,1,2,female,42.0,1,0,26.0,S,Second,woman,Southampton,No
433,0,3,male,17.0,0,0,7.125,S,Third,man,Southampton,Yes
434,0,1,male,50.0,1,0,55.9,S,First,man,Southampton,No
435,1,1,female,14.0,1,2,120.0,S,First,child,Southampton,No
436,0,3,female,21.0,2,2,34.375,S,Third,woman,Southampton,No
437,1,2,female,24.0,2,3,18.75,S,Second,woman,Southampton,No
438,0,1,male,64.0,1,4,263.0,S,First,man,Southampton,No
439,0,2,male,31.0,0,0,10.5,S,Second,man,Southampton,Yes
440,1,2,female,45.0,1,1,26.25,S,Second,woman,Southampton,No
441,0,3,male,20.0,0,0,9.5,S,Third,man,Southampton,Yes
442,0,3,male,25.0,1,0,7.775,S,Third,man,Southampton,No
443,1,2,female,28.0,0,0,13.0,S,Second,woman,Southampton,Yes
444,1,3,male,29.69911764705882,0,0,8.1125,S,Third,man,Southampton,Yes
445,1,1,male,4.0,0,2,81.8583,S,First,child,Southampton,No
446,1,2,female,13.0,0,1,19.5,S,Second,child,Southampton,No
447,1,1,male,34.0,0,0,26.55,S,First,man,Southampton,Yes
448,1,3,female,5.0,2,1,19.2583,C,Third,child,Cherbourg,No
449,1,1,male,52.0,0,0,30.5,S,First,man,Southampton,Yes
450,0,2,male,36.0,1,2,27.75,S,Second,man,Southampton,No
451,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,Southampton,No
452,0,1,male,30.0,0,0,27.75,C,First,man,Cherbourg,Yes
453,1,1,male,49.0,1,0,89.1042,C,First,man,Cherbourg,No
454,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
455,1,3,male,29.0,0,0,7.8958,C,Third,man,Cherbourg,Yes
456,0,1,male,65.0,0,0,26.55,S,First,man,Southampton,Yes
457,1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,Southampton,No
458,1,2,female,50.0,0,0,10.5,S,Second,woman,Southampton,Yes
459,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
460,1,1,male,48.0,0,0,26.55,S,First,man,Southampton,Yes
461,0,3,male,34.0,0,0,8.05,S,Third,man,Southampton,Yes
462,0,1,male,47.0,0,0,38.5,S,First,man,Southampton,Yes
463,0,2,male,48.0,0,0,13.0,S,Second,man,Southampton,Yes
464,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
465,0,3,male,38.0,0,0,7.05,S,Third,man,Southampton,Yes
466,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,Southampton,Yes
467,0,1,male,56.0,0,0,26.55,S,First,man,Southampton,Yes
468,0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,Queenstown,Yes
469,1,3,female,0.75,2,1,19.2583,C,Third,child,Cherbourg,No
470,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,Southampton,Yes
471,0,3,male,38.0,0,0,8.6625,S,Third,man,Southampton,Yes
472,1,2,female,33.0,1,2,27.75,S,Second,woman,Southampton,No
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,Cherbourg,Yes
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,Southampton,Yes
475,0,1,male,29.69911764705882,0,0,52.0,S,First,man,Southampton,Yes
476,0,2,male,34.0,1,0,21.0,S,Second,man,Southampton,No
477,0,3,male,29.0,1,0,7.0458,S,Third,man,Southampton,No
478,0,3,male,22.0,0,0,7.5208,S,Third,man,Southampton,Yes
479,1,3,female,2.0,0,1,12.2875,S,Third,child,Southampton,No
480,0,3,male,9.0,5,2,46.9,S,Third,child,Southampton,No
481,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,Southampton,Yes
482,0,3,male,50.0,0,0,8.05,S,Third,man,Southampton,Yes
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,Southampton,Yes
484,1,1,male,25.0,1,0,91.0792,C,First,man,Cherbourg,No
485,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,Southampton,No
486,1,1,female,35.0,1,0,90.0,S,First,woman,Southampton,No
487,0,1,male,58.0,0,0,29.7,C,First,man,Cherbourg,Yes
488,0,3,male,30.0,0,0,8.05,S,Third,man,Southampton,Yes
489,1,3,male,9.0,1,1,15.9,S,Third,child,Southampton,No
490,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,Southampton,No
491,0,3,male,21.0,0,0,7.25,S,Third,man,Southampton,Yes
492,0,1,male,55.0,0,0,30.5,S,First,man,Southampton,Yes
493,0,1,male,71.0,0,0,49.5042,C,First,man,Cherbourg,Yes
494,0,3,male,21.0,0,0,8.05,S,Third,man,Southampton,Yes
495,0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,Cherbourg,Yes
496,1,1,female,54.0,1,0,78.2667,C,First,woman,Cherbourg,No
497,0,3,male,29.69911764705882,0,0,15.1,S,Third,man,Southampton,Yes
498,0,1,female,25.0,1,2,151.55,S,First,woman,Southampton,No
499,0,3,male,24.0,0,0,7.7958,S,Third,man,Southampton,Yes
500,0,3,male,17.0,0,0,8.6625,S,Third,man,Southampton,Yes
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,Queenstown,Yes
502,0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,Queenstown,Yes
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,Southampton,Yes
504,1,1,female,16.0,0,0,86.5,S,First,woman,Southampton,Yes
505,0,1,male,18.0,1,0,108.9,C,First,man,Cherbourg,No
506,1,2,female,33.0,0,2,26.0,S,Second,woman,Southampton,No
507,1,1,male,29.69911764705882,0,0,26.55,S,First,man,Southampton,Yes
508,0,3,male,28.0,0,0,22.525,S,Third,man,Southampton,Yes
509,1,3,male,26.0,0,0,56.4958,S,Third,man,Southampton,Yes
510,1,3,male,29.0,0,0,7.75,Q,Third,man,Queenstown,Yes
511,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
512,1,1,male,36.0,0,0,26.2875,S,First,man,Southampton,Yes
513,1,1,female,54.0,1,0,59.4,C,First,woman,Cherbourg,No
514,0,3,male,24.0,0,0,7.4958,S,Third,man,Southampton,Yes
515,0,1,male,47.0,0,0,34.0208,S,First,man,Southampton,Yes
516,1,2,female,34.0,0,0,10.5,S,Second,woman,Southampton,Yes
517,0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,Queenstown,Yes
518,1,2,female,36.0,1,0,26.0,S,Second,woman,Southampton,No
519,0,3,male,32.0,0,0,7.8958,S,Third,man,Southampton,Yes
520,1,1,female,30.0,0,0,93.5,S,First,woman,Southampton,Yes
521,0,3,male,22.0,0,0,7.8958,S,Third,man,Southampton,Yes
522,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,Cherbourg,Yes
523,1,1,female,44.0,0,1,57.9792,C,First,woman,Cherbourg,No
524,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,Cherbourg,Yes
525,0,3,male,40.5,0,0,7.75,Q,Third,man,Queenstown,Yes
526,1,2,female,50.0,0,0,10.5,S,Second,woman,Southampton,Yes
527,0,1,male,29.69911764705882,0,0,221.7792,S,First,man,Southampton,Yes
528,0,3,male,39.0,0,0,7.925,S,Third,man,Southampton,Yes
529,0,2,male,23.0,2,1,11.5,S,Second,man,Southampton,No
530,1,2,female,2.0,1,1,26.0,S,Second,child,Southampton,No
531,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,Cherbourg,Yes
532,0,3,male,17.0,1,1,7.2292,C,Third,man,Cherbourg,No
533,1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,Cherbourg,No
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,Southampton,Yes
535,1,2,female,7.0,0,2,26.25,S,Second,child,Southampton,No
536,0,1,male,45.0,0,0,26.55,S,First,man,Southampton,Yes
537,1,1,female,30.0,0,0,106.425,C,First,woman,Cherbourg,Yes
538,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,Southampton,Yes
539,1,1,female,22.0,0,2,49.5,C,First,woman,Cherbourg,No
540,1,1,female,36.0,0,2,71.0,S,First,woman,Southampton,No
541,0,3,female,9.0,4,2,31.275,S,Third,child,Southampton,No
542,0,3,female,11.0,4,2,31.275,S,Third,child,Southampton,No
543,1,2,male,32.0,1,0,26.0,S,Second,man,Southampton,No
544,0,1,male,50.0,1,0,106.425,C,First,man,Cherbourg,No
545,0,1,male,64.0,0,0,26.0,S,First,man,Southampton,Yes
546,1,2,female,19.0,1,0,26.0,S,Second,woman,Southampton,No
547,1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,Cherbourg,Yes
548,0,3,male,33.0,1,1,20.525,S,Third,man,Southampton,No
549,1,2,male,8.0,1,1,36.75,S,Second,child,Southampton,No
550,1,1,male,17.0,0,2,110.8833,C,First,man,Cherbourg,No
551,0,2,male,27.0,0,0,26.0,S,Second,man,Southampton,Yes
552,0,3,male,29.69911764705882,0,0,7.8292,Q,Third,man,Queenstown,Yes
553,1,3,male,22.0,0,0,7.225,C,Third,man,Cherbourg,Yes
554,1,3,female,22.0,0,0,7.775,S,Third,woman,Southampton,Yes
555,0,1,male,62.0,0,0,26.55,S,First,man,Southampton,Yes
556,1,1,female,48.0,1,0,39.6,C,First,woman,Cherbourg,No
557,0,1,male,29.69911764705882,0,0,227.525,C,First,man,Cherbourg,Yes
558,1,1,female,39.0,1,1,79.65,S,First,woman,Southampton,No
559,1,3,female,36.0,1,0,17.4,S,Third,woman,Southampton,No
560,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
561,0,3,male,40.0,0,0,7.8958,S,Third,man,Southampton,Yes
562,0,2,male,28.0,0,0,13.5,S,Second,man,Southampton,Yes
563,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
564,0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,Southampton,Yes
565,0,3,male,24.0,2,0,24.15,S,Third,man,Southampton,No
566,0,3,male,19.0,0,0,7.8958,S,Third,man,Southampton,Yes
567,0,3,female,29.0,0,4,21.075,S,Third,woman,Southampton,No
568,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,Cherbourg,Yes
569,1,3,male,32.0,0,0,7.8542,S,Third,man,Southampton,Yes
570,1,2,male,62.0,0,0,10.5,S,Second,man,Southampton,Yes
571,1,1,female,53.0,2,0,51.4792,S,First,woman,Southampton,No
572,1,1,male,36.0,0,0,26.3875,S,First,man,Southampton,Yes
573,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,Queenstown,Yes
574,0,3,male,16.0,0,0,8.05,S,Third,man,Southampton,Yes
575,0,3,male,19.0,0,0,14.5,S,Third,man,Southampton,Yes
576,1,2,female,34.0,0,0,13.0,S,Second,woman,Southampton,Yes
577,1,1,female,39.0,1,0,55.9,S,First,woman,Southampton,No
578,0,3,female,29.69911764705882,1,0,14.4583,C,Third,woman,Cherbourg,No
579,1,3,male,32.0,0,0,7.925,S,Third,man,Southampton,Yes
580,1,2,female,25.0,1,1,30.0,S,Second,woman,Southampton,No
581,1,1,female,39.0,1,1,110.8833,C,First,woman,Cherbourg,No
582,0,2,male,54.0,0,0,26.0,S,Second,man,Southampton,Yes
583,0,1,male,36.0,0,0,40.125,C,First,man,Cherbourg,Yes
584,0,3,male,29.69911764705882,0,0,8.7125,C,Third,man,Cherbourg,Yes
585,1,1,female,18.0,0,2,79.65,S,First,woman,Southampton,No
586,0,2,male,47.0,0,0,15.0,S,Second,man,Southampton,Yes
587,1,1,male,60.0,1,1,79.2,C,First,man,Cherbourg,No
588,0,3,male,22.0,0,0,8.05,S,Third,man,Southampton,Yes
589,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
590,0,3,male,35.0,0,0,7.125,S,Third,man,Southampton,Yes
591,1,1,female,52.0,1,0,78.2667,C,First,woman,Cherbourg,No
592,0,3,male,47.0,0,0,7.25,S,Third,man,Southampton,Yes
593,0,3,female,29.69911764705882,0,2,7.75,Q,Third,woman,Queenstown,No
594,0,2,male,37.0,1,0,26.0,S,Second,man,Southampton,No
595,0,3,male,36.0,1,1,24.15,S,Third,man,Southampton,No
596,1,2,female,29.69911764705882,0,0,33.0,S,Second,woman,Southampton,Yes
597,0,3,male,49.0,0,0,0.0,S,Third,man,Southampton,Yes
598,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,Cherbourg,Yes
599,1,1,male,49.0,1,0,56.9292,C,First,man,Cherbourg,No
600,1,2,female,24.0,2,1,27.0,S,Second,woman,Southampton,No
601,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
602,0,1,male,29.69911764705882,0,0,42.4,S,First,man,Southampton,Yes
603,0,3,male,44.0,0,0,8.05,S,Third,man,Southampton,Yes
604,1,1,male,35.0,0,0,26.55,C,First,man,Cherbourg,Yes
605,0,3,male,36.0,1,0,15.55,S,Third,man,Southampton,No
606,0,3,male,30.0,0,0,7.8958,S,Third,man,Southampton,Yes
607,1,1,male,27.0,0,0,30.5,S,First,man,Southampton,Yes
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,Cherbourg,No
609,1,1,female,40.0,0,0,153.4625,S,First,woman,Southampton,Yes
610,0,3,female,39.0,1,5,31.275,S,Third,woman,Southampton,No
611,0,3,male,29.69911764705882,0,0,7.05,S,Third,man,Southampton,Yes
612,1,3,female,29.69911764705882,1,0,15.5,Q,Third,woman,Queenstown,No
613,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
614,0,3,male,35.0,0,0,8.05,S,Third,man,Southampton,Yes
615,1,2,female,24.0,1,2,65.0,S,Second,woman,Southampton,No
616,0,3,male,34.0,1,1,14.4,S,Third,man,Southampton,No
617,0,3,female,26.0,1,0,16.1,S,Third,woman,Southampton,No
618,1,2,female,4.0,2,1,39.0,S,Second,child,Southampton,No
619,0,2,male,26.0,0,0,10.5,S,Second,man,Southampton,Yes
620,0,3,male,27.0,1,0,14.4542,C,Third,man,Cherbourg,No
621,1,1,male,42.0,1,0,52.5542,S,First,man,Southampton,No
622,1,3,male,20.0,1,1,15.7417,C,Third,man,Cherbourg,No
623,0,3,male,21.0,0,0,7.8542,S,Third,man,Southampton,Yes
624,0,3,male,21.0,0,0,16.1,S,Third,man,Southampton,Yes
625,0,1,male,61.0,0,0,32.3208,S,First,man,Southampton,Yes
626,0,2,male,57.0,0,0,12.35,Q,Second,man,Queenstown,Yes
627,1,1,female,21.0,0,0,77.9583,S,First,woman,Southampton,Yes
628,0,3,male,26.0,0,0,7.8958,S,Third,man,Southampton,Yes
629,0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,Queenstown,Yes
630,1,1,male,80.0,0,0,30.0,S,First,man,Southampton,Yes
631,0,3,male,51.0,0,0,7.0542,S,Third,man,Southampton,Yes
632,1,1,male,32.0,0,0,30.5,C,First,man,Cherbourg,Yes
633,0,1,male,29.69911764705882,0,0,0.0,S,First,man,Southampton,Yes
634,0,3,female,9.0,3,2,27.9,S,Third,child,Southampton,No
635,1,2,female,28.0,0,0,13.0,S,Second,woman,Southampton,Yes
636,0,3,male,32.0,0,0,7.925,S,Third,man,Southampton,Yes
637,0,2,male,31.0,1,1,26.25,S,Second,man,Southampton,No
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,Southampton,No
639,0,3,male,29.69911764705882,1,0,16.1,S,Third,man,Southampton,No
640,0,3,male,20.0,0,0,7.8542,S,Third,man,Southampton,Yes
641,1,1,female,24.0,0,0,69.3,C,First,woman,Cherbourg,Yes
642,0,3,female,2.0,3,2,27.9,S,Third,child,Southampton,No
643,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,Southampton,Yes
644,1,3,female,0.75,2,1,19.2583,C,Third,child,Cherbourg,No
645,1,1,male,48.0,1,0,76.7292,C,First,man,Cherbourg,No
646,0,3,male,19.0,0,0,7.8958,S,Third,man,Southampton,Yes
647,1,1,male,56.0,0,0,35.5,C,First,man,Cherbourg,Yes
648,0,3,male,29.69911764705882,0,0,7.55,S,Third,man,Southampton,Yes
649,1,3,female,23.0,0,0,7.55,S,Third,woman,Southampton,Yes
650,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
651,1,2,female,18.0,0,1,23.0,S,Second,woman,Southampton,No
652,0,3,male,21.0,0,0,8.4333,S,Third,man,Southampton,Yes
653,1,3,female,29.69911764705882,0,0,7.8292,Q,Third,woman,Queenstown,Yes
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,Queenstown,Yes
655,0,2,male,24.0,2,0,73.5,S,Second,man,Southampton,No
656,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,Queenstown,No
658,0,2,male,23.0,0,0,13.0,S,Second,man,Southampton,Yes
659,0,1,male,58.0,0,2,113.275,C,First,man,Cherbourg,No
660,1,1,male,50.0,2,0,133.65,S,First,man,Southampton,No
661,0,3,male,40.0,0,0,7.225,C,Third,man,Cherbourg,Yes
662,0,1,male,47.0,0,0,25.5875,S,First,man,Southampton,Yes
663,0,3,male,36.0,0,0,7.4958,S,Third,man,Southampton,Yes
664,1,3,male,20.0,1,0,7.925,S,Third,man,Southampton,No
665,0,2,male,32.0,2,0,73.5,S,Second,man,Southampton,No
666,0,2,male,25.0,0,0,13.0,S,Second,man,Southampton,Yes
667,0,3,male,29.69911764705882,0,0,7.775,S,Third,man,Southampton,Yes
668,0,3,male,43.0,0,0,8.05,S,Third,man,Southampton,Yes
669,1,1,female,29.69911764705882,1,0,52.0,S,First,woman,Southampton,No
670,1,2,female,40.0,1,1,39.0,S,Second,woman,Southampton,No
671,0,1,male,31.0,1,0,52.0,S,First,man,Southampton,No
672,0,2,male,70.0,0,0,10.5,S,Second,man,Southampton,Yes
673,1,2,male,31.0,0,0,13.0,S,Second,man,Southampton,Yes
674,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,Southampton,Yes
675,0,3,male,18.0,0,0,7.775,S,Third,man,Southampton,Yes
676,0,3,male,24.5,0,0,8.05,S,Third,man,Southampton,Yes
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,Southampton,Yes
678,0,3,female,43.0,1,6,46.9,S,Third,woman,Southampton,No
679,1,1,male,36.0,0,1,512.3292,C,First,man,Cherbourg,No
680,0,3,female,29.69911764705882,0,0,8.1375,Q,Third,woman,Queenstown,Yes
681,1,1,male,27.0,0,0,76.7292,C,First,man,Cherbourg,Yes
682,0,3,male,20.0,0,0,9.225,S,Third,man,Southampton,Yes
683,0,3,male,14.0,5,2,46.9,S,Third,child,Southampton,No
684,0,2,male,60.0,1,1,39.0,S,Second,man,Southampton,No
685,0,2,male,25.0,1,2,41.5792,C,Second,man,Cherbourg,No
686,0,3,male,14.0,4,1,39.6875,S,Third,child,Southampton,No
687,0,3,male,19.0,0,0,10.1708,S,Third,man,Southampton,Yes
688,0,3,male,18.0,0,0,7.7958,S,Third,man,Southampton,Yes
689,1,1,female,15.0,0,1,211.3375,S,First,child,Southampton,No
690,1,1,male,31.0,1,0,57.0,S,First,man,Southampton,No
691,1,3,female,4.0,0,1,13.4167,C,Third,child,Cherbourg,No
692,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,Southampton,Yes
693,0,3,male,25.0,0,0,7.225,C,Third,man,Cherbourg,Yes
694,0,1,male,60.0,0,0,26.55,S,First,man,Southampton,Yes
695,0,2,male,52.0,0,0,13.5,S,Second,man,Southampton,Yes
696,0,3,male,44.0,0,0,8.05,S,Third,man,Southampton,Yes
697,1,3,female,29.69911764705882,0,0,7.7333,Q,Third,woman,Queenstown,Yes
698,0,1,male,49.0,1,1,110.8833,C,First,man,Cherbourg,No
699,0,3,male,42.0,0,0,7.65,S,Third,man,Southampton,Yes
700,1,1,female,18.0,1,0,227.525,C,First,woman,Cherbourg,No
701,1,1,male,35.0,0,0,26.2875,S,First,man,Southampton,Yes
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,Cherbourg,No
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,Queenstown,Yes
704,0,3,male,26.0,1,0,7.8542,S,Third,man,Southampton,No
705,0,2,male,39.0,0,0,26.0,S,Second,man,Southampton,Yes
706,1,2,female,45.0,0,0,13.5,S,Second,woman,Southampton,Yes
707,1,1,male,42.0,0,0,26.2875,S,First,man,Southampton,Yes
708,1,1,female,22.0,0,0,151.55,S,First,woman,Southampton,Yes
709,1,3,male,29.69911764705882,1,1,15.2458,C,Third,man,Cherbourg,No
710,1,1,female,24.0,0,0,49.5042,C,First,woman,Cherbourg,Yes
711,0,1,male,29.69911764705882,0,0,26.55,S,First,man,Southampton,Yes
712,1,1,male,48.0,1,0,52.0,S,First,man,Southampton,No
713,0,3,male,29.0,0,0,9.4833,S,Third,man,Southampton,Yes
714,0,2,male,52.0,0,0,13.0,S,Second,man,Southampton,Yes
715,0,3,male,19.0,0,0,7.65,S,Third,man,Southampton,Yes
716,1,1,female,38.0,0,0,227.525,C,First,woman,Cherbourg,Yes
717,1,2,female,27.0,0,0,10.5,S,Second,woman,Southampton,Yes
718,0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,Queenstown,Yes
719,0,3,male,33.0,0,0,7.775,S,Third,man,Southampton,Yes
720,1,2,female,6.0,0,1,33.0,S,Second,child,Southampton,No
721,0,3,male,17.0,1,0,7.0542,S,Third,man,Southampton,No
722,0,2,male,34.0,0,0,13.0,S,Second,man,Southampton,Yes
723,0,2,male,50.0,0,0,13.0,S,Second,man,Southampton,Yes
724,1,1,male,27.0,1,0,53.1,S,First,man,Southampton,No
725,0,3,male,20.0,0,0,8.6625,S,Third,man,Southampton,Yes
726,1,2,female,30.0,3,0,21.0,S,Second,woman,Southampton,No
727,1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,Queenstown,Yes
728,0,2,male,25.0,1,0,26.0,S,Second,man,Southampton,No
729,0,3,female,25.0,1,0,7.925,S,Third,woman,Southampton,No
730,1,1,female,29.0,0,0,211.3375,S,First,woman,Southampton,Yes
731,0,3,male,11.0,0,0,18.7875,C,Third,child,Cherbourg,Yes
732,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,Southampton,Yes
733,0,2,male,23.0,0,0,13.0,S,Second,man,Southampton,Yes
734,0,2,male,23.0,0,0,13.0,S,Second,man,Southampton,Yes
735,0,3,male,28.5,0,0,16.1,S,Third,man,Southampton,Yes
736,0,3,female,48.0,1,3,34.375,S,Third,woman,Southampton,No
737,1,1,male,35.0,0,0,512.3292,C,First,man,Cherbourg,Yes
738,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
739,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
740,1,1,male,29.69911764705882,0,0,30.0,S,First,man,Southampton,Yes
741,0,1,male,36.0,1,0,78.85,S,First,man,Southampton,No
742,1,1,female,21.0,2,2,262.375,C,First,woman,Cherbourg,No
743,0,3,male,24.0,1,0,16.1,S,Third,man,Southampton,No
744,1,3,male,31.0,0,0,7.925,S,Third,man,Southampton,Yes
745,0,1,male,70.0,1,1,71.0,S,First,man,Southampton,No
746,0,3,male,16.0,1,1,20.25,S,Third,man,Southampton,No
747,1,2,female,30.0,0,0,13.0,S,Second,woman,Southampton,Yes
748,0,1,male,19.0,1,0,53.1,S,First,man,Southampton,No
749,0,3,male,31.0,0,0,7.75,Q,Third,man,Queenstown,Yes
750,1,2,female,4.0,1,1,23.0,S,Second,child,Southampton,No
751,1,3,male,6.0,0,1,12.475,S,Third,child,Southampton,No
752,0,3,male,33.0,0,0,9.5,S,Third,man,Southampton,Yes
753,0,3,male,23.0,0,0,7.8958,S,Third,man,Southampton,Yes
